Wavelength	Blue_Dragon_Flow_basalt_00000.asd.sco	Blue_Dragon_Flow_basalt_00001.asd.sco	Cape_Brenton_Anorthosite_00000.asd.sco	Cape_Brenton_Anorthosite_00001.asd.sco	Cape_Brenton_Anorthosite_00002.asd.sco	Hematite_particulate_00000.asd.sco	Hvalfj054_00000.asd.sco	Hvalfj054_00001.asd.sco	Hvalfj054_00002.asd.sco	Kilauea_basalt_particulate_00000.asd.sco	Kilauea_basalt_rock_00000.asd.sco	Kilauea_basalt_rock_00001.asd.sco	Nontronite_00000.asd.sco	Olivine_San_Carlo_125-250_00000.asd.sco	Olivine_San_Carlos_250-1mm_00000.asd.sco	San_Carlos_B_rock00000.asd.sco	San_Carlos_B_rock00001.asd.sco	San_Carlos_B_rock00002.asd.sco	San_Carlos_B_rock00003.asd.sco
996	8.02719742059708E-02	0.132863864302635	0.477924466133118	0.337230265140533	0.416568249464035	0.163258820772171	9.12925153970718E-02	0.171662628650665	0.339221119880676	0.102806784212589	7.19198137521744E-02	6.60613775253296E-02	0.344411313533783	0.143366649746895	6.41180649399757E-02	8.64839255809784E-02	0.056592270731926	6.95643052458763E-02	 0.11895477026701 
997	8.02246481180191E-02	0.13282585144043	0.477585852146149	0.337101578712463	0.416279077529907	0.163903877139091	9.13930684328079E-02	0.171537548303604	0.339305609464645	0.10261906683445	7.18642473220825E-02	6.60326033830643E-02	0.344743460416794	0.142789542675018	6.38232454657555E-02	8.64781737327576E-02	5.64983002841473E-02	6.93664699792862E-02	 0.118940472602844 
998	8.01180526614189E-02	0.132810145616531	0.477672129869461	0.337167948484421	0.416207760572433	0.164574533700943	9.12558063864708E-02	0.171604946255684	0.339333385229111	0.102854810655117	7.18413963913918E-02	6.60513639450073E-02	0.345080882310867	0.142326876521111	6.35824576020241E-02	8.62896665930748E-02	5.62391355633736E-02	6.91687241196632E-02	 0.118794105947018 
999	8.01018625497818E-02	0.132652059197426	0.477667927742004	0.337048768997192	0.416083544492722	0.165355205535889	9.11210477352142E-02	0.171675160527229	0.3392573595047	0.102813564240932	7.20416978001595E-02	6.61487132310867E-02	0.345441073179245	0.141974210739136	6.34770020842552E-02	0.086293175816536	5.62983229756355E-02	6.92229419946671E-02	 0.118786565959454 
1000	8.00945609807968E-02	0.132662445306778	0.47759672999382	0.336956053972244	0.415945202112198	0.166088193655014	9.11918208003044E-02	0.171605229377747	0.339247286319733	0.102823570370674	7.19608515501022E-02	6.61144852638245E-02	0.345646113157272	0.141531139612198	6.33277297019959E-02	8.61735418438911E-02	5.63251748681068E-02	6.91643431782722E-02	 0.118664890527725 
1001	8.01856517791748E-02	0.132860720157623	0.477939188480377	0.337288022041321	0.416548490524292	0.163343325257301	9.12538543343544E-02	0.171594798564911	0.339263558387756	0.102853372693062	7.19384327530861E-02	6.61385208368301E-02	0.344626516103745	0.143378302454948	6.41500726342201E-02	8.64410400390625E-02	5.65694011747837E-02	6.95054084062576E-02	 0.118927963078022 
1002	8.01601856946945E-02	0.132806420326233	0.477810561656952	0.337188869714737	0.41638171672821	0.163978293538094	9.12313610315323E-02	0.171606719493866	0.339282691478729	0.102819688618183	7.19385743141174E-02	6.60930648446083E-02	0.344822376966476	0.142883896827698	6.39207810163498E-02	8.63901078701019E-02	5.64963147044182E-02	6.94005340337753E-02	 0.118864178657532 
1003	8.01483765244484E-02	0.132752180099487	0.47768247127533	0.337110370397568	0.416234046220779	0.164641976356506	9.12362188100815E-02	0.171602815389633	0.339279770851135	0.102772437036037	7.19399154186249E-02	6.60637319087982E-02	0.345041811466217	0.142373383045197	6.36506825685501E-02	0.086347833275795	5.64038380980492E-02	6.92706927657127E-02	 0.118832252919674 
1004	8.01442563533783E-02	0.132712751626968	0.477569550275803	0.33702290058136	0.416061013936996	0.165297895669937	0.091240718960762	0.171623408794403	0.339282691478729	0.102747470140457	7.19259306788445E-02	6.60521015524864E-02	0.345291465520859	0.141891553997993	6.34176954627037E-02	8.62993970513344E-02	0.056313831359148	6.91839456558228E-02	 0.11878502368927 
1005	0.080172635614872	0.132682278752327	0.477445334196091	0.336894422769547	0.415858536958694	0.165919125080109	0.091292105615139	0.171657770872116	0.339256078004837	0.102724835276604	7.18851685523987E-02	6.60611242055893E-02	0.345540672540665	0.141461282968521	6.31892681121826E-02	8.62401127815247E-02	5.61698228120804E-02	6.91262111067772E-02	 0.118731394410133 
1006	8.01722928881645E-02	0.132658928632736	0.47731214761734	0.336818277835846	0.415659666061401	0.166571363806725	0.091316893696785	0.171706944704056	0.339257627725601	0.102718703448772	7.18672201037407E-02	6.60581290721893E-02	0.345803618431091	0.140999525785446	6.29766210913658E-02	8.62016379833221E-02	5.60803040862083E-02	6.90583512187004E-02	 0.118675388395786 
1007	8.01746621727943E-02	0.13265785574913	0.477194905281067	0.336787909269333	0.415456920862198	0.167262196540833	9.13377478718758E-02	0.171780318021774	0.339283645153046	0.102727636694908	7.18429535627365E-02	6.60760328173637E-02	0.346125334501266	0.140518307685852	6.27728402614594E-02	8.61719101667404E-02	5.60153611004353E-02	6.89953938126564E-02	 0.118614755570889 
1008	8.01453664898872E-02	0.132623165845871	0.477088391780853	0.336726784706116	0.415239632129669	0.167911887168884	9.13166552782059E-02	0.171850740909576	0.33930367231369	0.102757051587105	0.071834608912468	0.066059947013855	0.34639048576355	0.140064105391502	0.06261195987463	8.61330106854439E-02	5.59710748493671E-02	6.89700022339821E-02	 0.118555054068565 
1009	8.01125764846802E-02	0.132598221302032	0.47692334651947	0.336627900600433	0.415046155452728	0.168553724884987	9.13189053535461E-02	0.171877905726433	0.339272826910019	0.102759718894958	7.18722492456436E-02	6.60190805792809E-02	0.346619069576263	0.139630809426308	6.24474920332432E-02	8.61000344157219E-02	5.59186041355133E-02	6.89437389373779E-02	 0.118497736752033 
1010	8.00527259707451E-02	0.132578521966934	0.476756006479263	0.336537718772888	0.414868205785751	0.169180303812027	9.13433879613876E-02	0.171882793307304	0.33924588561058	0.102743573486805	7.18960985541344E-02	6.59343600273132E-02	0.346873104572296	0.139183461666107	6.22660256922245E-02	8.60678628087044E-02	5.58839291334152E-02	6.88804239034653E-02	 0.118474870920181 
1011	8.00117626786232E-02	0.132530152797699	0.476635873317719	0.3363978266716	0.414691865444183	0.169795602560043	9.13533493876457E-02	0.171858847141266	0.339211612939835	0.102716282010078	7.19075575470924E-02	6.58911168575287E-02	0.347089111804962	0.138729244470596	6.20499476790428E-02	0.086038701236248	5.58388233184814E-02	6.88126087188721E-02	 0.118461742997169 
1012	8.00055116415024E-02	0.132495120167732	0.476515114307404	0.336274027824402	0.414517313241959	0.17043174803257	9.13749039173126E-02	0.171813726425171	0.339158177375793	0.102678507566452	7.19427540898323E-02	6.59164935350418E-02	0.347343355417252	0.138316556811333	6.18458576500416E-02	8.59809443354607E-02	5.58263808488846E-02	6.87470138072968E-02	 0.118420667946339 
1013	7.99965932965279E-02	0.132445216178894	0.476376682519913	0.336169302463531	0.414328008890152	0.171074852347374	0.091406837105751	0.171807512640953	0.339166194200516	0.10267349332571	7.19746276736259E-02	6.59388974308968E-02	0.347659796476364	0.137910634279251	6.16706684231758E-02	8.59182104468346E-02	5.58062791824341E-02	6.86649605631828E-02	 0.118375681340694 
1014	7.99995809793472E-02	0.132409706711769	0.476264655590057	0.336081355810165	0.414173066616058	0.171709403395653	9.14090573787689E-02	0.171862959861755	0.339189559221268	0.102702997624874	7.19767063856125E-02	6.59773349761963E-02	0.347941547632217	0.137546643614769	6.15031719207764E-02	8.59091281890869E-02	5.57695366442204E-02	6.85807541012764E-02	 0.118328221142292 
1015	8.00020173192024E-02	0.132399544119835	0.476147383451462	0.336053937673569	0.414032638072968	0.172324255108833	9.14595574140549E-02	0.171911329030991	0.339175045490265	0.102727025747299	7.19592943787575E-02	6.59826397895813E-02	0.348234087228775	0.137217685580254	6.13568909466267E-02	8.58820304274559E-02	5.57453855872154E-02	6.85285851359367E-02	 0.118271991610527 
1016	8.00115987658501E-02	0.132356911897659	0.475963175296783	0.335966944694519	0.413852214813232	0.17293056845665	9.15469601750374E-02	0.171930149197578	0.339168280363083	0.102716915309429	7.19430968165398E-02	6.59641772508621E-02	0.348514914512634	0.13682733476162	6.12003058195114E-02	0.085858628153801	5.56594878435135E-02	0.068478100001812	 0.118226371705532 
1017	8.00113081932068E-02	0.132294118404388	0.47575980424881	0.335871487855911	0.413663506507874	0.173533722758293	9.16050523519516E-02	0.171968594193459	0.339154124259949	0.102677933871746	7.19081982970238E-02	6.59631118178368E-02	0.348736822605133	0.136431559920311	6.10341094434261E-02	0.085875578224659	5.55963180959225E-02	6.83810263872147E-02	 0.118202716112137 
1018	7.99605026841164E-02	0.132261753082275	0.475558251142502	0.335813134908676	0.413478225469589	0.174139112234116	9.16989147663116E-02	0.171973124146461	0.339129060506821	0.102664083242416	7.18730837106705E-02	6.59601837396622E-02	0.348967432975769	0.13604374229908	0.06089111790061	0.085862897336483	5.55836856365204E-02	0.068297304213047	 0.118185289204121 
1019	7.99393877387047E-02	0.132228627800941	0.475342988967896	0.335703045129776	0.413275182247162	0.174709856510162	9.17812809348106E-02	0.171985417604446	0.339102804660797	0.102667637169361	0.071866363286972	0.065956749022007	0.349243462085724	0.135671183466911	6.07499480247498E-02	0.085849940776825	5.55611699819565E-02	0.068229004740715	 0.118157252669334 
1020	7.99257904291153E-02	0.13217705488205	0.475074589252472	0.335518687963486	0.413023233413696	0.175253868103027	9.18358415365219E-02	0.1719950735569	0.339061439037323	0.10269109159708	7.18924030661583E-02	6.59576579928398E-02	0.34953910112381	0.135280221700668	6.06431402266026E-02	0.085842527449131	5.55463582277298E-02	6.81688189506531E-02	 0.118117034435272 
1021	7.98998698592186E-02	0.132142096757889	0.474855035543442	0.335377365350723	0.412818193435669	0.175805017352104	0.091899111866951	0.172032848000526	0.339031934738159	0.102706395089626	7.19048082828522E-02	6.59477338194847E-02	0.349841326475143	0.134962245821953	6.05115219950676E-02	8.58225971460342E-02	5.55396899580956E-02	0.068085789680481	 0.118089944124222 
1022	7.98632577061653E-02	0.132136851549149	0.474633276462555	0.335228800773621	0.412624388933182	0.17632757127285	9.19724553823471E-02	0.172085925936699	0.339002460241318	0.102742880582809	7.19237178564072E-02	6.59211426973343E-02	0.350181192159653	0.134690031409264	6.03753440082073E-02	8.57914537191391E-02	5.55443093180656E-02	6.80025741457939E-02	 0.118068017065525 
1023	0.079874075949192	0.132109597325325	0.474452883005142	0.335097849369049	0.412441372871399	0.176859423518181	9.20612365007401E-02	0.172115013003349	0.338982582092285	0.102758847177029	7.19513818621635E-02	6.59177675843239E-02	0.350525915622711	0.134421736001968	6.02017305791378E-02	0.085749164223671	5.55383823812008E-02	6.79320096969604E-02	 0.118039906024933 
1024	7.98522979021072E-02	0.132041439414024	0.474318534135818	0.334997922182083	0.412261039018631	0.17742994427681	9.21101346611977E-02	0.172151416540146	0.338949173688889	0.102736674249172	7.19521045684814E-02	6.59298300743103E-02	0.350819140672684	0.134172022342682	6.00518211722374E-02	8.57215374708176E-02	5.55331371724606E-02	6.78509622812271E-02	 0.118002749979496 
1025	7.98222571611404E-02	0.132019653916359	0.474169164896011	0.334875494241714	0.412084609270096	0.17799174785614	0.092178151011467	0.172167584300041	0.338925659656525	0.102719455957413	7.19469785690308E-02	6.59373626112938E-02	0.351144433021545	0.133939936757088	5.99164366722107E-02	8.56853574514389E-02	5.55373318493366E-02	6.78027793765068E-02	 0.117963001132011 
1026	7.98050239682198E-02	0.131972640752792	0.474026679992676	0.334754139184952	0.411924660205841	0.178555950522423	9.22587141394615E-02	0.172141939401627	0.338882684707642	0.102758750319481	7.19549134373665E-02	0.065945029258728	0.351489156484604	0.1336699873209	5.98013512790203E-02	8.56273993849754E-02	5.55111728608608E-02	6.77972733974457E-02	 0.117927305400372 
1027	7.97851830720901E-02	0.131924971938133	0.473869293928146	0.334625363349915	0.411708652973175	0.179095417261124	9.23124328255653E-02	0.172148779034615	0.338817119598389	0.102763943374157	7.19485357403755E-02	6.59290477633476E-02	0.351799190044403	0.133388921618462	0.059709120541811	8.56317132711411E-02	5.54672554135323E-02	6.77708461880684E-02	 0.117919191718102 
1028	7.98049867153168E-02	0.131930455565453	0.473690509796143	0.334479093551636	0.41146594285965	0.179596930742264	9.23880189657211E-02	0.172200500965118	0.338776528835297	0.10275462269783	7.19544216990471E-02	6.59148469567299E-02	0.352113753557205	0.133131131529808	5.96015751361847E-02	8.56583788990974E-02	0.055432315915823	6.77416026592255E-02	 0.117891624569893 
1029	7.97664448618889E-02	0.131931439042091	0.473524123430252	0.334383308887482	0.411285609006882	0.180144265294075	9.24725532531738E-02	0.172245442867279	0.338783651590347	0.102774173021317	7.19911828637123E-02	6.59127160906792E-02	0.352477937936783	0.132868409156799	5.94806298613548E-02	8.56501907110214E-02	5.54156489670277E-02	6.77111521363258E-02	 0.117895178496838 
1030	7.97130391001701E-02	0.131928399205208	0.473379015922546	0.334302514791489	0.411083251237869	0.180666580796242	9.25438404083252E-02	0.172308415174484	0.338816225528717	0.102775827050209	7.19928592443466E-02	0.065940260887146	0.352831959724426	0.132653042674065	5.93525618314743E-02	8.56743380427361E-02	5.54367154836655E-02	6.76568523049355E-02	 0.117906168103218 
1031	7.97172486782074E-02	0.13190034031868	0.473243117332459	0.334201037883759	0.410859346389771	0.181143179535866	9.26243662834167E-02	0.17234206199646	0.33881089091301	0.102801777422428	7.19947069883347E-02	6.60066157579422E-02	0.353169053792953	0.132442802190781	5.92276267707348E-02	8.56660604476929E-02	5.54501116275787E-02	6.76326602697372E-02	 0.117869354784489 
1032	7.96843990683556E-02	0.131862699985504	0.473065435886383	0.334103137254715	0.410679280757904	0.181645765900612	9.27201360464096E-02	0.172355398535728	0.338790327310562	0.102855071425438	7.20056742429733E-02	6.60420581698418E-02	0.353543043136597	0.132216528058052	5.91312274336815E-02	8.56183022260666E-02	5.54561205208302E-02	6.75947740674019E-02	 0.117872454226017 
1033	7.96296447515488E-02	0.131829902529716	0.472846895456314	0.334000647068024	0.410475045442581	0.182136297225952	9.28496643900871E-02	0.172387987375259	0.338744580745697	0.102894231677055	7.19875991344452E-02	6.60557970404625E-02	0.353880196809769	0.13202565908432	5.90558610856533E-02	8.56022164225578E-02	0.055475015193224	0.067538321018219	 0.117902770638466 
1034	7.96070024371147E-02	0.131783470511436	0.472666233778	0.333885371685028	0.410270363092422	0.182630866765976	9.29861664772034E-02	0.172420889139175	0.33869656920433	0.102915726602077	7.20012784004211E-02	6.60663321614265E-02	0.354232877492905	0.131818294525146	5.89830540120602E-02	8.55797454714775E-02	5.54891899228096E-02	6.74961879849434E-02	 0.117907449603081 
1035	7.96228051185608E-02	0.131730288267136	0.472491949796677	0.333769053220749	0.410059958696365	0.183118671178818	9.31523591279984E-02	0.172450795769691	0.338621079921722	0.102916426956654	7.20336958765984E-02	6.60637766122818E-02	0.354582279920578	0.131593152880669	5.89196383953094E-02	8.55603590607643E-02	5.54987490177155E-02	6.74673840403557E-02	 0.117907457053661 
1036	0.079588919878006	0.131688982248306	0.472307711839676	0.333637446165085	0.40987491607666	0.183639720082283	9.33017209172249E-02	0.172514334321022	0.338579952716827	0.102911494672298	7.20638334751129E-02	6.60264417529106E-02	0.354968845844269	0.131388083100319	5.88732063770294E-02	8.55457633733749E-02	5.55010102689266E-02	0.067414902150631	 0.117892891168594 
1037	7.95375183224678E-02	0.131647571921349	0.472133249044418	0.333505421876907	0.409665733575821	0.184140220284462	9.34370383620262E-02	0.172574937343597	0.338557928800583	0.102901346981525	7.20956176519394E-02	6.60309419035912E-02	0.355372130870819	0.131223633885384	5.88333792984486E-02	8.55033248662949E-02	5.55151775479317E-02	6.73811137676239E-02	 0.11787161231041 
1038	7.95482397079468E-02	0.131604507565498	0.472014516592026	0.333377540111542	0.409466952085495	0.184604957699776	9.35614109039307E-02	0.172618240118027	0.338540583848953	0.102892592549324	7.21429511904716E-02	6.60528540611267E-02	0.355781018733978	0.131063863635063	0.058766920119524	8.54597315192223E-02	5.55385798215866E-02	6.73642382025719E-02	 0.117858782410622 
1039	0.079548679292202	0.131591990590096	0.471841961145401	0.333256661891937	0.409281253814697	0.185061946511269	9.36798378825188E-02	0.172710746526718	0.338525772094727	0.102902717888355	7.21313431859016E-02	6.60407170653343E-02	0.356149286031723	0.130911841988564	5.87023608386517E-02	8.54606330394745E-02	5.55580109357834E-02	6.73317313194275E-02	 0.117859274148941 
1040	7.95280039310455E-02	0.131593614816666	0.471633166074753	0.333158165216446	0.409056633710861	0.185502856969833	9.38031151890755E-02	0.172808647155762	0.338484644889832	0.102912187576294	7.21374079585075E-02	6.60595968365669E-02	0.356526106595993	0.130770280957222	5.86471371352673E-02	8.54457840323448E-02	5.56212477385998E-02	6.73320516943932E-02	 0.117879532277584 
1041	7.95040801167488E-02	0.131601929664612	0.471501499414444	0.333063334226608	0.408857792615891	0.18596026301384	9.39415097236633E-02	0.172891974449158	0.338456809520721	0.102956257760525	7.21854642033577E-02	0.066066212952137	0.356920480728149	0.13063408434391	5.85680603981018E-02	8.54427590966225E-02	5.56756630539894E-02	6.73259720206261E-02	 0.117910787463188 
1042	7.94684290885925E-02	0.131598934531212	0.471348792314529	0.332938075065613	0.408677488565445	0.186453133821487	9.41174179315567E-02	0.173009261488914	0.338462024927139	0.103017657995224	7.22085013985634E-02	6.60398975014687E-02	0.35729318857193	0.130485787987709	5.85219599306583E-02	8.54628160595894E-02	5.56959807872772E-02	6.72996342182159E-02	 0.117917031049728 
1043	7.94197842478752E-02	0.131579846143723	0.471194952726364	0.332834124565125	0.408465445041656	0.186948731541634	9.42862704396248E-02	0.173106893897057	0.338446885347366	0.103057578206062	7.22533911466599E-02	6.60306513309479E-02	0.35772567987442	0.130384638905525	5.85114508867264E-02	8.54695588350296E-02	5.57237379252911E-02	6.72895535826683E-02	 0.117926396429539 
1044	7.93752521276474E-02	0.131590992212296	0.471108287572861	0.332745283842087	0.408296674489975	0.187451407313347	9.44468751549721E-02	0.173156142234802	0.338453322649002	0.103092566132545	0.072291411459446	6.60542100667953E-02	0.358174741268158	0.130299746990204	0.058471042662859	8.54611843824387E-02	5.57287447154522E-02	6.72446042299271E-02	 0.117943242192268 
1045	7.93747082352638E-02	0.131582796573639	0.470978170633316	0.332608491182327	0.408155411481857	0.187959596514702	9.46164280176163E-02	0.173220917582512	0.338460177183151	0.103135466575623	7.22902342677116E-02	6.60791546106339E-02	0.358574271202087	0.130217388272285	5.84374070167542E-02	8.54701772332191E-02	0.055778369307518	6.71980902552605E-02	 0.117948070168495 
1046	7.93883502483368E-02	0.131546795368195	0.470841944217682	0.332497894763947	0.407947361469269	0.188444077968597	9.47509184479713E-02	0.173294186592102	0.338432908058167	0.103189185261726	7.23237320780754E-02	6.60892799496651E-02	0.358996778726578	0.13014680147171	5.84107637405396E-02	8.54692086577415E-02	5.58624975383282E-02	6.71718269586563E-02	 0.117977119982243 
1047	7.93936476111412E-02	0.131509467959404	0.47074168920517	0.332388252019882	0.407755553722382	0.188889667391777	9.48947668075562E-02	0.173351347446442	0.33842396736145	0.103252060711384	7.23817050457001E-02	6.61089941859245E-02	0.359410375356674	0.130072474479675	5.83774708211422E-02	8.54292884469032E-02	0.055912010371685	6.71380907297134E-02	 0.117990791797638 
1048	7.93701410293579E-02	0.131449446082115	0.470591634511948	0.332238256931305	0.407583445310593	0.189339116215706	9.50580388307571E-02	0.173428580164909	0.338421255350113	0.103328369557858	7.24427327513695E-02	6.61027356982231E-02	0.359832167625427	0.130003318190575	5.83434216678143E-02	8.53852778673172E-02	5.59724420309067E-02	0.067137099802494	 0.117993697524071 
1049	0.079333670437336	0.131383195519447	0.470437347888947	0.332149654626846	0.407361090183258	0.189795449376106	9.52311754226685E-02	0.173540979623795	0.338399529457092	0.1033725887537	7.24928602576256E-02	6.60717710852623E-02	0.360255002975464	0.129914730787277	5.82838319242001E-02	8.53561237454414E-02	5.60259930789471E-02	6.71507120132446E-02	 0.11801827698946 
1050	7.93122053146362E-02	0.131342113018036	0.470304399728775	0.332075297832489	0.407165557146072	0.190231591463089	9.54226851463318E-02	0.173641338944435	0.338377416133881	0.103411205112934	7.25304707884789E-02	6.60702884197235E-02	0.360678493976593	0.129858925938606	5.82430884242058E-02	8.53374376893044E-02	0.056086327880621	6.71668723225594E-02	 0.118035539984703 
1051	7.92846456170082E-02	0.131313323974609	0.470176011323929	0.332026392221451	0.406991839408875	0.190647751092911	0.095637358725071	0.173732310533524	0.338343113660812	0.103423796594143	7.25490376353264E-02	6.60842657089233E-02	0.361091673374176	0.12981128692627	0.058194849640131	8.53250026702881E-02	0.056140948086977	6.71971216797829E-02	 0.118038706481457 
1052	7.92448297142982E-02	0.131305009126663	0.470028638839722	0.331939846277237	0.406803041696548	0.19108210504055	0.095839723944664	0.173817828297615	0.338289856910706	0.103470169007778	7.25608766078949E-02	6.61125853657722E-02	0.361540794372559	0.129791051149368	5.81645220518112E-02	8.53083431720734E-02	5.62115907669067E-02	6.72216787934303E-02	 0.118052437901497 
1053	7.92521089315414E-02	0.131291210651398	0.46989843249321	0.331858664751053	0.406593441963196	0.19150198996067	9.60284620523453E-02	0.173936754465103	0.338242441415787	0.103525839745998	0.072551891207695	6.61263018846512E-02	0.361944824457169	0.12979781627655	5.81734888255596E-02	8.53119790554047E-02	5.62584213912487E-02	6.71994313597679E-02	 0.11808505654335 
1054	7.92679488658905E-02	0.131285831332207	0.469724178314209	0.331735968589783	0.406399756669998	0.191881656646729	9.62216332554817E-02	0.174034401774406	0.338221728801727	0.103588290512562	7.25701898336411E-02	6.61515071988106E-02	0.362358033657074	0.12984824180603	5.82234412431717E-02	8.53024944663048E-02	5.63179068267345E-02	0.067176841199398	 0.118119977414608 
1055	0.079245425760746	0.13126203417778	0.469532489776611	0.33156281709671	0.406168550252914	0.192267239093781	9.64167565107346E-02	0.174140930175781	0.338177233934402	0.103650353848934	7.26143568754196E-02	6.61905780434608E-02	0.362819314002991	0.129908576607704	5.82355074584484E-02	8.52661281824112E-02	5.63614889979362E-02	6.71509876847267E-02	 0.118179865181446 
1056	7.92414098978043E-02	0.131225287914276	0.469355642795563	0.331435710191727	0.40599250793457	0.192654192447662	9.65910851955414E-02	0.174273014068604	0.338129132986069	0.103685334324837	7.26166367530823E-02	6.62022083997726E-02	0.363210052251816	0.129958048462868	5.82039020955563E-02	8.52537676692009E-02	5.63969872891903E-02	6.71227723360062E-02	 0.118243984878063 
1057	7.92355835437775E-02	0.131199389696121	0.469122856855392	0.331335067749023	0.405826985836029	0.193036034703255	9.67735052108765E-02	0.174378618597984	0.338069528341293	0.103723138570786	7.26394206285477E-02	6.62163496017456E-02	0.363630622625351	0.129996657371521	5.81671670079231E-02	8.52464884519577E-02	5.64831383526325E-02	6.71293586492538E-02	 0.118302851915359 
1058	0.079199343919754	0.13115867972374	0.468947887420654	0.331224918365479	0.405632495880127	0.193426534533501	9.69733521342278E-02	0.174481347203255	0.337994962930679	0.10376663506031	7.26876854896545E-02	6.62474408745766E-02	0.364123642444611	0.130017161369324	5.81040866672993E-02	8.52338150143623E-02	5.65549731254578E-02	6.71417787671089E-02	 0.118335530161858 
1059	7.91519209742546E-02	0.131121233105659	0.468807578086853	0.331131041049957	0.405464738607407	0.193809047341347	9.71915498375893E-02	0.174565151333809	0.337941229343414	0.103832297027111	7.27114304900169E-02	6.62370398640633E-02	0.364571303129196	0.1300368309021	5.80585487186909E-02	8.52304250001907E-02	5.66213801503181E-02	6.71684071421623E-02	 0.118357732892036 
1060	7.91125074028969E-02	0.131059601902962	0.468611001968384	0.331018179655075	0.405224651098251	0.194170638918877	9.74767655134201E-02	0.174609884619713	0.337870746850967	0.103934839367867	7.27537423372269E-02	6.62349611520767E-02	0.365020930767059	0.130096346139908	5.80518580973148E-02	8.52335765957832E-02	5.66994622349739E-02	6.72163590788841E-02	 0.118401542305946 
1061	7.91016593575478E-02	0.13098256289959	0.468454480171204	0.330903679132462	0.404992669820786	0.194506630301476	0.097751185297966	0.174654573202133	0.337841421365738	0.103993587195873	7.28147625923157E-02	6.62656798958778E-02	0.365506023168564	0.13018399477005	5.80610036849976E-02	8.52320045232773E-02	5.67459762096405E-02	6.72451481223106E-02	 0.11843229085207 
1062	7.91043490171433E-02	0.130936205387115	0.468310445547104	0.330795019865036	0.404801577329636	0.194830924272537	9.79933142662048E-02	0.174702018499374	0.337822794914246	0.10402275621891	0.072868600487709	0.066254623234272	0.365958273410797	0.130299463868141	5.80909065902233E-02	8.52351039648056E-02	5.68061247467995E-02	6.72641322016716E-02	 0.11847560107708 
1063	7.91142955422401E-02	0.130901038646698	0.468149095773697	0.330685257911682	0.404588639736176	0.195173159241676	9.82107296586037E-02	0.174728289246559	0.337747782468796	0.104094602167606	7.29362666606903E-02	6.62669464945793E-02	0.366394847631454	0.130438044667244	5.81331290304661E-02	8.52613002061844E-02	5.68779520690441E-02	6.72735199332237E-02	 0.118504576385021 
1064	7.91344791650772E-02	0.130853429436684	0.467972010374069	0.330593556165695	0.404404103755951	0.195494174957275	9.83787029981613E-02	0.174785137176514	0.337668418884277	0.104157716035843	7.29921832680702E-02	6.62856549024582E-02	0.366865009069443	0.130563363432884	5.81576786935329E-02	8.53052139282227E-02	0.056948147714138	6.72669410705566E-02	 0.118520982563496 
1065	7.91273936629295E-02	0.130792036652565	0.467771857976913	0.330483734607697	0.404188960790634	0.195791602134705	9.85850170254707E-02	0.174848735332489	0.337590843439102	0.104215152561665	7.30298981070518E-02	6.62882626056671E-02	0.367341667413712	0.130707904696465	5.81676214933395E-02	8.53242129087448E-02	5.70304580032825E-02	6.72626793384552E-02	 0.118560321629047 
1066	7.90900811553001E-02	0.130735039710999	0.467558234930038	0.330355376005173	0.403954952955246	0.196078851819038	0.098799429833889	0.174928024411201	0.337490737438202	0.104283019900322	7.30617493391037E-02	6.62617534399033E-02	0.367836892604828	0.13086025416851	0.058149229735136	8.53356346487999E-02	5.71339502930641E-02	6.72587901353836E-02	 0.118611022830009 
1067	7.90494009852409E-02	0.130649194121361	0.467345058917999	0.330264002084732	0.403707087039948	0.196362197399139	9.90491211414337E-02	0.174978315830231	0.337415367364883	0.104366436600685	7.30865970253944E-02	6.63086771965027E-02	0.368314564228058	0.131035387516022	5.81410676240921E-02	8.53479206562042E-02	5.72390742599964E-02	6.72751516103745E-02	 0.118661895394325 
1068	7.90241360664368E-02	0.130542606115341	0.467121124267578	0.330174773931503	0.403476029634476	0.196616381406784	9.92956832051277E-02	0.175032615661621	0.337339609861374	0.104405723512173	7.30666592717171E-02	6.63262903690338E-02	0.368746399879456	0.131200015544891	0.058150015771389	8.53546634316444E-02	5.73210902512074E-02	6.72936663031578E-02	 0.11871699988842 
1069	7.90064334869385E-02	0.130483955144882	0.466935276985168	0.330064505338669	0.403261095285416	0.196891829371452	9.95481163263321E-02	0.175049230456352	0.337254494428635	0.104434058070183	7.30627477169037E-02	6.63089603185654E-02	0.369181752204895	0.131383329629898	5.81958182156086E-02	8.53338316082954E-02	5.74095919728279E-02	0.067283883690834	 0.118750765919685 
1070	7.90051892399788E-02	0.130414113402367	0.466754972934723	0.329989492893219	0.403040587902069	0.197192475199699	0.099798358976841	0.175043910741806	0.337198674678802	0.104468256235123	7.30969682335854E-02	6.63338378071785E-02	0.36960780620575	0.131583020091057	5.82869425415993E-02	8.53348672389984E-02	5.75377829372883E-02	6.72852769494057E-02	 0.118779271841049 
1071	7.89792761206627E-02	0.130353227257729	0.466579377651215	0.329880088567734	0.402798622846603	0.197494298219681	0.100067302584648	0.175064489245415	0.337081551551819	0.104533277451992	7.31245949864388E-02	6.63033276796341E-02	0.370053052902222	0.131803870201111	5.83565607666969E-02	8.53457152843475E-02	0.057652585208416	6.73168525099754E-02	 0.118853189051151 
