wvs	L_nont_mars	L_nont_moon	L_nont_europa	iof_mix_mars	iof_nont_moon	iof_nont_europa
0.45550001	32.342327	48.513489	9.3295183	0.074930986	0.074930989	0.074930991
0.45649999	33.635178	50.452766	9.7024555	0.076312977	0.07631297	0.076312971
0.45750001	34.62352	51.935276	9.9875536	0.077695001	0.077694993	0.077694999
0.4585	33.074677	49.612011	9.5407724	0.079076988	0.07907698	0.079076986
0.45950001	34.301533	51.452297	9.8946724	0.080459019	0.080459014	0.080459014
0.4605	35.60181	53.402714	10.269753	0.082239993	0.082239986	0.082239992
0.46149999	36.814243	55.221363	10.619493	0.08441997	0.084419971	0.084419971
0.46250001	38.665401	57.9981	11.153481	0.086600012	0.086600003	0.086600009
0.46349999	38.43298	57.649467	11.086437	0.088779979	0.088779972	0.08877998
0.46450001	38.141373	57.212059	11.002318	0.090960013	0.090960011	0.090960007
0.4655	40.600025	60.900032	11.711545	0.09369398	0.093693976	0.093693973
0.46650001	39.534615	59.301926	11.404217	0.096982038	0.096982041	0.096982039
0.4675	42.87508	64.312614	12.367811	0.10027	0.10027	0.10027
0.46849999	43.819511	65.729263	12.640244	0.10355796	0.10355796	0.10355796
0.46950001	45.120121	67.680183	13.01542	0.10684602	0.10684602	0.10684602
0.47049999	44.065216	66.097824	12.711121	0.11062996	0.11062996	0.11062996
0.47150001	49.208267	73.812393	14.194692	0.11491005	0.11491005	0.11491005
0.4725	51.62281	77.434212	14.891195	0.11919	0.11918998	0.11918999
0.47350001	52.166519	78.249779	15.048035	0.12347008	0.12347009	0.12347008
0.4745	55.601376	83.402061	16.038858	0.12775003	0.12775003	0.12775003
0.47549999	56.44846	84.672691	16.283211	0.13194797	0.13194797	0.13194797
0.4765	56.476933	84.715401	16.291424	0.13606405	0.13606405	0.13606405
0.47749999	61.725273	92.587906	17.805368	0.14018	0.14018	0.14018
0.47850001	61.516743	92.275108	17.745214	0.14429608	0.14429607	0.14429608
0.4795	65.381569	98.07235	18.860067	0.14841204	0.14841204	0.14841203
0.48050001	65.7201	98.580147	18.957722	0.15218609	0.15218608	0.15218608
0.4815	69.018417	103.52763	19.909161	0.155618	0.15561801	0.15561802
0.48249999	68.279175	102.41877	19.695919	0.15904995	0.15904996	0.15904996
0.4835	69.614616	104.42192	20.081141	0.162482	0.16248199	0.162482
0.48449999	69.3246	103.98691	19.997482	0.16591392	0.16591393	0.16591391
0.48550001	65.620193	98.43029	18.928904	0.16897699	0.16897699	0.16897699
0.48649999	59.198277	88.797417	17.076426	0.17167095	0.17167097	0.17167095
0.48750001	67.712563	101.56885	19.532471	0.174365	0.174365	0.17436499
0.4885	71.914871	107.87231	20.744677	0.17705897	0.17705896	0.17705898
0.48949999	74.763718	112.14558	21.566458	0.17975293	0.17975293	0.17975291
0.4905	77.614059	116.42108	22.38867	0.182236	0.18223599	0.18223599
0.49149999	74.235611	111.35341	21.414118	0.18450795	0.18450795	0.18450795
0.49250001	75.149757	112.72463	21.677814	0.18678001	0.18678001	0.18678001
0.49349999	75.74292	113.61439	21.848921	0.18905197	0.18905198	0.18905197
0.49450001	83.555244	125.33286	24.102476	0.19132401	0.19132401	0.19132402
0.4955	79.104561	118.65685	22.818626	0.19354698	0.19354698	0.19354699
0.49649999	83.772614	125.65893	24.16518	0.19572096	0.19572096	0.19572096
0.4975	84.745148	127.11772	24.445715	0.19789499	0.19789501	0.19789498
0.49849999	79.222809	118.83421	22.852734	0.20006898	0.20006895	0.20006898
0.49950001	84.547089	126.82063	24.388582	0.20224302	0.20224303	0.20224302
0.50050002	80.535217	120.80283	23.231314	0.20436903	0.20436903	0.20436903
0.50150001	79.382668	119.074	22.898848	0.20644702	0.20644701	0.20644703
0.5025	83.810219	125.71532	24.176025	0.20852502	0.208525	0.20852501
0.50349998	86.433052	129.64958	24.932611	0.21060297	0.21060298	0.21060298
0.50449997	84.352264	126.5284	24.332386	0.21268095	0.21268097	0.21268096
0.50550002	90.84066	136.26099	26.204039	0.21479004	0.21479002	0.21479004
0.50650001	90.272636	135.40895	26.040182	0.21693003	0.21693002	0.21693002
0.50749999	88.606308	132.90947	25.559515	0.21907	0.21907001	0.21907
0.50849998	90.082115	135.12317	25.985226	0.22120998	0.22120998	0.22120998
0.50950003	90.811424	136.21713	26.195602	0.22335008	0.22335008	0.22335007
0.51050001	93.185112	139.77768	26.880323	0.22553903	0.22553906	0.22553905
0.5115	96.526566	144.78984	27.844202	0.22777703	0.22777703	0.22777703
0.51249999	91.129562	136.69435	26.287376	0.23001499	0.23001499	0.23001499
0.51349998	91.72052	137.58078	26.457844	0.23225298	0.23225297	0.23225296
0.51450002	93.251274	139.87691	26.899406	0.23449108	0.23449108	0.23449107
0.51550001	95.452621	143.17894	27.534412	0.23674205	0.23674207	0.23674205
0.5165	84.649429	126.97415	24.418108	0.23900602	0.23900605	0.23900605
0.51749998	88.369614	132.55443	25.491238	0.24127	0.24127001	0.24127
0.51849997	85.477913	128.21687	24.657091	0.24353397	0.24353397	0.24353396
0.51950002	95.348419	143.02264	27.504354	0.24579806	0.24579807	0.24579807
0.5205	96.400497	144.60075	27.807838	0.24810305	0.24810305	0.24810306
0.52149999	101.29805	151.94708	29.220594	0.25044903	0.25044904	0.25044903
0.52249998	97.794403	146.6916	28.209925	0.25279498	0.25279499	0.25279499
0.52350003	102.54613	153.8192	29.580614	0.25514112	0.25514112	0.2551411
0.52450001	106.98602	160.47902	30.861353	0.25748708	0.25748709	0.2574871
0.5255	106.46809	159.70213	30.711952	0.25995807	0.25995806	0.25995807
0.52649999	93.268066	139.9021	26.904251	0.26255401	0.26255403	0.26255402
0.52749997	102.8553	154.28296	29.6698	0.26515	0.26515	0.26515
0.52850002	107.78278	161.67418	31.091188	0.26774612	0.26774613	0.26774613
0.52950001	110.03252	165.0488	31.740154	0.27034207	0.27034207	0.27034207
0.53049999	113.09483	169.64224	32.623512	0.27302605	0.27302604	0.27302606
0.53149998	114.88683	172.33025	33.14043	0.27579798	0.27579799	0.27579797
0.53250003	104.6325	156.94875	30.182451	0.27857009	0.27857007	0.27857008
0.53350002	114.80815	172.21222	33.117737	0.281342	0.28134198	0.281342
0.5345	112.02039	168.03059	32.313576	0.28411394	0.28411394	0.28411392
0.53549999	121.12106	181.68159	34.93877	0.2868189	0.28681889	0.2868189
0.53649998	114.92553	172.38829	33.151596	0.28945686	0.28945686	0.28945687
0.53750002	116.65479	174.98219	33.650425	0.29209501	0.29209499	0.29209501
0.53850001	119.0843	178.62645	34.351242	0.29473296	0.29473296	0.29473296
0.5395	115.60667	173.40999	33.348076	0.29737095	0.29737095	0.29737094
0.54049999	112.54255	168.81381	32.464195	0.2997989	0.29979891	0.29979889
0.54149997	120.55324	180.82986	34.774975	0.30201689	0.30201689	0.3020169
0.54250002	117.82321	176.73482	33.987469	0.30423498	0.30423497	0.30423499
0.54350001	122.19387	183.29082	35.248234	0.30645296	0.30645296	0.30645295
0.54449999	123.07827	184.61742	35.503349	0.30867096	0.30867097	0.30867096
0.54549998	125.36929	188.05392	36.164215	0.31077793	0.31077794	0.3107779
0.54650003	124.71431	187.07147	35.975285	0.31277403	0.31277402	0.31277403
0.54750001	122.43755	183.65633	35.318523	0.31476999	0.31477	0.31476998
0.5485	125.23053	187.84579	36.124195	0.31676595	0.31676597	0.31676598
0.54949999	128.18422	192.27632	36.976215	0.31876195	0.31876196	0.31876192
0.55049998	126.70313	190.05469	36.548977	0.32066296	0.32066296	0.32066294
0.55150002	128.03262	192.04893	36.932491	0.322469	0.32246901	0.32246903
0.55250001	127.02934	190.54401	36.643078	0.32427502	0.32427501	0.324275
0.5535	130.22787	195.34181	37.565735	0.326081	0.32608098	0.32608098
0.55449998	132.06242	198.09361	38.094929	0.327887	0.32788696	0.32788699
0.55549997	132.63933	198.959	38.261349	0.32949296	0.32949295	0.32949298
0.55650002	127.86872	191.80307	36.885208	0.33089905	0.33089904	0.33089904
0.5575	130.17496	195.26244	37.550468	0.33230503	0.33230501	0.33230501
0.55849999	126.54759	189.82138	36.504116	0.33371097	0.33371094	0.33371097
0.55949998	128.57416	192.86124	37.088699	0.33511694	0.33511695	0.33511696
0.56050003	131.57159	197.35741	37.95335	0.33641703	0.33641705	0.33641703
0.56150001	130.67734	196.01599	37.695385	0.33761099	0.33761097	0.33761096
0.5625	133.0088	199.5132	38.367924	0.33880499	0.33880497	0.33880497
0.56349999	134.27119	201.4068	38.732079	0.339999	0.33999899	0.33999898
0.56449997	134.23589	201.35384	38.721893	0.34119296	0.34119298	0.34119295
0.56550002	130.56859	195.85289	37.664021	0.34220802	0.34220801	0.34220803
0.56650001	133.14426	199.71637	38.406998	0.34304403	0.343044	0.34304403
0.5675	137.70119	206.55177	39.721497	0.34388	0.34387998	0.34387999
0.56849998	132.40331	198.60497	38.193264	0.34471598	0.34471598	0.34471598
0.56950003	136.39085	204.58627	39.343517	0.34555202	0.345552	0.34555202
0.57050002	129.99614	194.9942	37.498886	0.34629303	0.34629304	0.34629303
0.5715	134.21428	201.32141	38.715656	0.34693904	0.34693903	0.34693904
0.57249999	139.5536	209.3304	40.255844	0.34758502	0.34758501	0.347585
0.57349998	138.6306	207.94591	39.989601	0.34823099	0.34823099	0.348231
0.57450002	138.22148	207.33223	39.871586	0.34887705	0.34887703	0.34887705
0.57550001	135.67523	203.51285	39.137089	0.34937404	0.34937403	0.34937403
0.5765	136.99777	205.49666	39.518589	0.34972202	0.349722	0.349722
0.57749999	137.95126	206.9269	39.793633	0.35007002	0.35007002	0.35007001
0.57849997	132.58566	198.87851	38.245869	0.35041799	0.35041799	0.350418
0.57950002	136.06691	204.10037	39.250076	0.35076599	0.35076598	0.35076602
0.58050001	136.95247	205.4287	39.50552	0.35112803	0.35112804	0.35112803
0.58149999	138.21799	207.32697	39.870571	0.35150401	0.351504	0.35150398
0.58249998	139.85927	209.78889	40.344021	0.35188004	0.35188002	0.35188003
0.58350003	138.8127	208.21906	40.042126	0.35225603	0.35225604	0.35225604
0.58450001	139.18535	208.77803	40.149624	0.35263199	0.352632	0.35263201
0.5855	133.48543	200.22815	38.505413	0.35279603	0.35279602	0.35279601
0.58649999	136.98547	205.47821	39.515045	0.35274801	0.35274801	0.35274802
0.58749998	138.31404	207.47105	39.898285	0.35269998	0.35269999	0.35269999
0.58850002	130.96138	196.44208	37.777325	0.352652	0.352652	0.35265201
0.58950001	120.61771	180.92659	34.793575	0.35260399	0.352604	0.35260401
0.5905	135.62675	203.44012	39.123104	0.35252402	0.35252399	0.352524
0.59149998	133.63928	200.45891	38.549793	0.35241203	0.352412	0.35241201
0.59249997	135.16678	202.75015	38.990417	0.35230001	0.3523	0.35230003
0.59350002	134.22696	201.34042	38.719315	0.35218799	0.352188	0.35218801
0.59450001	132.46587	198.69881	38.211311	0.35207597	0.35207599	0.35207601
0.59549999	133.06229	199.59343	38.383354	0.35187501	0.35187501	0.35187502
0.59649998	134.66862	202.00293	38.846718	0.35158501	0.35158501	0.35158501
0.59750003	132.69385	199.04079	38.277077	0.35129497	0.35129501	0.35129501
0.59850001	130.87115	196.30672	37.751293	0.351005	0.35100499	0.351005
0.5995	132.02823	198.04236	38.085072	0.350715	0.35071503	0.35071502
0.60049999	129.81136	194.71703	37.445587	0.35035603	0.35035601	0.35035604
0.60149997	130.02406	195.03609	37.506943	0.34992803	0.34992802	0.34992804
0.60250002	127.49171	191.23755	36.776455	0.34950003	0.34949999	0.34950001
0.60350001	132.37271	198.55905	38.184437	0.34907203	0.349072	0.34907202
0.6045	131.39658	197.09486	37.902863	0.34864402	0.34864402	0.34864404
0.60549998	130.24698	195.37045	37.571243	0.34814206	0.34814204	0.34814203
0.60650003	129.73643	194.60466	37.423977	0.347566	0.34756598	0.347566
0.60750002	129.37418	194.06125	37.319469	0.34699	0.34698999	0.34698998
0.6085	128.13025	192.19537	36.960651	0.346414	0.34641401	0.34641399
0.60949999	127.99059	191.9859	36.920364	0.34583803	0.34583801	0.34583802
0.61049998	124.78722	187.18082	35.996311	0.34530001	0.34529999	0.34530001
0.61150002	127.75278	191.62917	36.851765	0.3448	0.3448	0.34479999
0.61250001	124.57195	186.85793	35.934216	0.34429999	0.34430001	0.34429999
0.6135	122.786	184.179	35.419041	0.34380002	0.34380001	0.3438
0.61449999	124.79295	187.18942	35.997967	0.34330002	0.34330001	0.3433
0.61549997	124.62611	186.93916	35.949841	0.34284104	0.34284104	0.34284104
0.61650002	116.91704	175.37556	33.72607	0.34242301	0.342423	0.34242299
0.61750001	123.88675	185.83012	35.736565	0.34200503	0.34200501	0.34200501
0.61849999	124.96761	187.45142	36.048351	0.341587	0.34158701	0.34158701
0.61949998	123.58392	185.37587	35.649208	0.34116902	0.34116899	0.34116899
0.62050003	125.36607	188.04912	36.163292	0.34069996	0.34069996	0.34069996
0.62150002	121.99844	182.99768	35.19186	0.34017997	0.34018001	0.34017999
0.6225	123.46976	185.20464	35.61628	0.33965997	0.33965997	0.33965998
0.62349999	119.89826	179.8474	34.586037	0.33914002	0.33914002	0.33914
0.62449998	118.99586	178.49379	34.325729	0.33862005	0.33862005	0.33862005
0.62550002	117.13586	175.70378	33.789192	0.33822901	0.33822902	0.33822904
0.62650001	121.70686	182.56027	35.107746	0.33796702	0.33796701	0.33796703
0.6275	121.6125	182.41875	35.080528	0.33770499	0.33770501	0.33770502
0.62849998	121.51814	182.27721	35.05331	0.33744298	0.33744298	0.337443
0.62949997	119.99275	179.98912	34.613293	0.33718099	0.33718099	0.33718098
0.63099998	117.17325	175.75987	33.799976	0.33689198	0.33689196	0.33689197
0.63300002	117.92043	176.88065	34.015507	0.33657598	0.33657599	0.33657597
0.63499999	118.1665	177.24976	34.086494	0.33626	0.33625999	0.33626002
0.63700002	117.97886	176.96829	34.032364	0.33613198	0.33613197	0.33613197
0.639	117.72002	176.58005	33.957703	0.33600399	0.336004	0.33600401
0.64099997	115.10994	172.6649	33.204788	0.33608601	0.336086	0.33608601
0.64300001	115.70962	173.56442	33.377777	0.33637803	0.33637801	0.33637803
0.64499998	116.23872	174.35809	33.530399	0.33667002	0.33667	0.33666999
0.64700001	114.69415	172.04124	33.084858	0.33716999	0.33717001	0.33717
0.64899999	111.63974	167.45961	32.203773	0.33767002	0.33767002	0.33767005
0.65100002	115.33754	173.00632	33.270447	0.338428	0.33842802	0.33842801
0.653	115.17957	172.76936	33.224876	0.33944401	0.339444	0.339444
0.65499997	110.68371	166.02556	31.927994	0.34045998	0.34045998	0.34046001
0.65700001	100.45506	150.6826	28.977425	0.34203999	0.34204001	0.34203999
0.65899998	112.95063	169.42595	32.581913	0.34361998	0.34361996	0.34361996
0.66100001	115.11626	172.67438	33.206612	0.34530399	0.34530399	0.34530399
0.66299999	114.53384	171.80077	33.038609	0.34709197	0.34709198	0.34709195
0.66500002	115.49403	173.24104	33.315582	0.34888	0.34888	0.34887996
0.667	114.464	171.69601	33.018463	0.35139997	0.35139998	0.35139994
0.66900003	116.11102	174.16653	33.493568	0.35392	0.35392001	0.35392003
0.671	114.71299	172.06947	33.090286	0.35657798	0.35657798	0.35657799
0.67299998	115.99377	173.99066	33.459743	0.35937398	0.35937396	0.35937398
0.67500001	116.05084	174.07626	33.476204	0.36217001	0.36217001	0.36217002
0.67699999	116.99026	175.48538	33.747189	0.36558594	0.36558595	0.36558593
0.67900002	117.30038	175.95056	33.836647	0.36900201	0.36900202	0.36900201
0.68099999	117.85573	176.7836	33.996849	0.37223996	0.37224	0.37224002
0.68300003	117.78924	176.68385	33.977665	0.37530001	0.37530001	0.37529998
0.685	116.82265	175.23399	33.698845	0.37835999	0.37836003	0.37836
0.68699998	119.09859	178.64789	34.355366	0.38257594	0.38257593	0.38257596
0.68900001	119.91862	179.87791	34.591908	0.38679206	0.38679203	0.38679201
0.69099998	120.15871	180.23807	34.661167	0.39104601	0.39104601	0.39104598
0.69300002	121.47755	182.21634	35.041603	0.39533808	0.39533808	0.39533805
0.69499999	121.77871	182.66808	35.128479	0.39963001	0.39963001	0.39963002
0.69700003	121.31825	181.97737	34.995651	0.40374209	0.40374209	0.40374211
0.699	123.33277	184.99916	35.576763	0.40785405	0.40785404	0.40785403
0.70099998	121.15616	181.73424	34.948895	0.41193	0.41192999	0.41192997
0.70300001	122.52096	183.78145	35.342587	0.41597007	0.41597007	0.41597006
0.70499998	126.11738	189.17607	36.380013	0.42001002	0.42001001	0.42001001
0.70700002	126.02705	189.04059	36.353958	0.42420611	0.42420611	0.42420608
0.70899999	125.81907	188.72859	36.293964	0.42840204	0.42840201	0.42840202
0.71100003	127.13735	190.70602	36.674236	0.43257809	0.43257808	0.43257808
0.713	127.24667	190.87001	36.705776	0.43673403	0.43673404	0.43673406
0.71499997	127.80264	191.70395	36.866146	0.44088999	0.44089001	0.44088999
0.71700001	127.73499	191.60248	36.84663	0.44456199	0.444562	0.444562
0.71899998	126.31696	189.47545	36.437588	0.44823397	0.44823396	0.44823395
0.72100002	127.59145	191.38718	36.805229	0.45173595	0.45173597	0.45173597
0.72299999	130.17422	195.26134	37.550259	0.45506796	0.45506794	0.45506796
0.72500002	131.32193	196.98289	37.881329	0.45840004	0.45840004	0.45840003
0.727	131.8434	197.76511	38.031754	0.46158796	0.46158798	0.46158801
0.72899997	130.091	195.13651	37.526253	0.46477592	0.4647759	0.46477594
0.73100001	131.64134	197.46201	37.973465	0.46783201	0.46783199	0.46783199
0.73299998	131.66493	197.49739	37.980267	0.47075596	0.47075598	0.47075595
0.73500001	131.57808	197.36711	37.955215	0.47368	0.47367997	0.47367997
0.73699999	132.10481	198.15721	38.107159	0.47630397	0.47630395	0.47630396
0.73900002	129.88527	194.82791	37.466908	0.47892796	0.47892798	0.47892799
0.741	128.46024	192.69034	37.055836	0.48120395	0.48120393	0.48120395
0.74299997	131.84558	197.76837	38.032383	0.48313193	0.48313195	0.48313194
0.745	131.65121	197.47682	37.976315	0.48505999	0.48505999	0.48506001
0.74699998	132.57152	198.85728	38.241783	0.48692797	0.48692798	0.48692794
0.74900001	131.73169	197.59752	37.999523	0.48879601	0.48879601	0.48879601
0.75099999	131.22646	196.83968	37.853786	0.49000801	0.490008	0.49000799
0.75300002	131.06305	196.59457	37.806648	0.49056401	0.49056401	0.490564
0.755	130.79472	196.19208	37.729248	0.49112	0.49112002	0.49112001
0.75700003	130.33003	195.49504	37.595203	0.49212003	0.49212003	0.49212002
0.759	129.75772	194.63657	37.430111	0.49312005	0.49312001	0.49312005
0.76099998	129.71889	194.57832	37.418911	0.49416805	0.49416801	0.49416806
0.76300001	130.42697	195.64046	37.623165	0.49526404	0.49526402	0.49526399
0.76499999	128.60898	192.91348	37.098747	0.49635998	0.49636001	0.49636004
0.76700002	124.9086	187.3629	36.03133	0.496724	0.49672399	0.49672402
0.76899999	126.89886	190.3483	36.605442	0.49708798	0.49708796	0.49708794
0.77100003	127.02787	190.54179	36.642654	0.49718001	0.49718	0.49718001
0.773	127.40374	191.10561	36.75108	0.49700001	0.49699998	0.49700002
0.77499998	125.24903	187.87355	36.129528	0.49682	0.49682002	0.49682
0.77700001	126.05083	189.07626	36.360821	0.49665601	0.49665604	0.49665604
0.77899998	125.06097	187.59146	36.075283	0.49649199	0.49649196	0.49649198
0.78100002	124.90581	187.35872	36.030525	0.49587598	0.49587597	0.49587599
0.78299999	123.48179	185.22269	35.619747	0.49480802	0.49480802	0.494808
0.78500003	123.63436	185.45154	35.663757	0.49374	0.49374001	0.49374
0.787	123.12722	184.69083	35.517467	0.49296803	0.49296802	0.49296802
0.78899997	122.62106	183.93158	35.37146	0.492196	0.492196	0.49219603
0.79100001	120.67959	181.01938	34.81142	0.491096	0.49109599	0.49109601
0.79299998	118.77001	178.15503	34.260582	0.48966799	0.48966803	0.48966803
0.79500002	117.49118	176.23677	33.891689	0.48823999	0.48823999	0.48823998
0.79699999	118.83885	178.25827	34.280437	0.48612405	0.48612402	0.48612403
0.79900002	116.57549	174.86324	33.627544	0.484008	0.484008	0.48400795
0.801	116.86649	175.29974	33.711491	0.48224202	0.48224202	0.48224205
0.80299997	115.1969	172.79533	33.229874	0.48082605	0.480826	0.48082605
0.80500001	113.43336	170.15004	32.721161	0.47940998	0.47940996	0.47940997
0.80699998	113.59978	170.39967	32.769173	0.47796997	0.47797	0.47797004
0.80900002	110.72946	166.09419	31.941193	0.47652996	0.47652996	0.47652997
0.81099999	112.20733	168.31099	32.367496	0.47465401	0.47465403	0.47465398
0.81300002	111.76099	167.64149	32.23875	0.47234198	0.47234196	0.472342
0.815	110.41602	165.62402	31.850777	0.47003002	0.47003	0.47003001
0.81699997	109.76256	164.64383	31.662275	0.46851799	0.468518	0.46851799
0.81900001	105.34517	158.01775	30.388029	0.46700603	0.46700602	0.46700603
0.82099998	106.6357	159.95354	30.760298	0.46528603	0.465286	0.46528598
0.82300001	105.50553	158.2583	30.43429	0.46335799	0.46335798	0.46335799
0.82499999	105.26238	157.89357	30.364147	0.46143004	0.46143006	0.46142999
0.82599998	105.51866	158.27798	30.438078	0.46041204	0.46041202	0.46041202
0.82800001	105.14931	157.72395	30.331532	0.45837598	0.45837596	0.45837598
0.82999998	102.93916	154.40874	29.693989	0.45633996	0.45633995	0.45633996
0.83200002	101.2686	151.90289	29.212095	0.45405997	0.45405998	0.45405995
0.83399999	99.801392	149.70209	28.788866	0.45178	0.45177999	0.45178002
0.83600003	100.39562	150.59344	28.960278	0.44971793	0.44971793	0.44971793
0.838	99.223648	148.83548	28.622208	0.44787399	0.44787399	0.44787398
0.83999997	98.436516	147.65477	28.395149	0.44602998	0.44602996	0.44602997
0.84200001	97.51358	146.27036	28.128916	0.44355399	0.44355393	0.44355396
0.84399998	95.846062	143.76909	27.647902	0.44107806	0.44107806	0.44107805
0.84600002	95.756226	143.63434	27.62199	0.43895001	0.43894998	0.43895
0.84799999	94.904076	142.35611	27.376177	0.43717001	0.43717	0.43717002
0.85000002	89.251274	133.87691	25.745562	0.43538999	0.43538999	0.43539001
0.852	91.639137	137.45871	26.434368	0.43353006	0.43353008	0.43353007
0.85399997	80.427635	120.64146	23.200281	0.43167009	0.43167007	0.43167008
0.85600001	89.001221	133.50185	25.673431	0.42994196	0.429942	0.42994199
0.85799998	91.352341	137.0285	26.351637	0.42834603	0.42834602	0.42834603
0.86000001	90.278435	135.41765	26.041857	0.42675002	0.42675002	0.42675004
0.86199999	89.694496	134.54175	25.873413	0.42484207	0.42484208	0.42484205
0.86400002	89.686554	134.52983	25.87112	0.42293399	0.42293399	0.42293397
0.866	79.221848	118.83277	22.852455	0.42126404	0.42126402	0.421264
0.86799997	83.701103	125.55167	24.14455	0.41983203	0.41983205	0.41983203
0.87	86.540916	129.81139	24.96373	0.4184	0.41840001	0.41840003
0.87199998	86.932236	130.39835	25.076607	0.41661601	0.41661597	0.41661599
0.87400001	85.503616	128.25542	24.664505	0.41483199	0.41483197	0.41483197
0.87599999	84.551285	126.82693	24.389795	0.41331799	0.41331802	0.413318
0.87800002	85.249947	127.87492	24.591331	0.41207397	0.41207397	0.41207397
0.88	83.292572	124.93886	24.026703	0.41083003	0.41083004	0.41083002
0.88200003	82.765099	124.14764	23.87455	0.41007397	0.41007398	0.41007398
0.884	83.203171	124.80476	24.000916	0.40931797	0.40931801	0.40931799
0.88599998	81.27372	121.91058	23.444344	0.40817798	0.40817797	0.40817799
0.88800001	81.488037	122.23206	23.506166	0.40665398	0.40665396	0.40665398
0.88999999	81.930603	122.89591	23.633831	0.40513001	0.40513003	0.40513002
0.89200002	80.457581	120.68638	23.20892	0.40360595	0.40360598	0.40360596
0.89399999	79.624779	119.43716	22.968685	0.40208201	0.402082	0.40208199
0.89600003	79.890472	119.83571	23.04533	0.40105997	0.40105996	0.40105998
0.898	79.378914	119.06837	22.897764	0.40053999	0.40054002	0.40054002
0.89999998	77.739403	116.6091	22.424828	0.40002	0.40002	0.40001998
0.90200001	75.457336	113.18601	21.766541	0.398816	0.39881601	0.39881601
0.90399998	78.34301	117.51452	22.598946	0.39761201	0.39761202	0.39761201
0.90600002	77.267151	115.90072	22.288601	0.39681002	0.39681	0.39681001
0.90799999	75.919044	113.87856	21.899723	0.39641005	0.39641005	0.39641003
0.91000003	74.92643	112.38966	21.613396	0.39600999	0.39601002	0.39601003
0.912	75.182243	112.77337	21.687187	0.39510202	0.39510204	0.39510202
0.91399997	75.879433	113.81915	21.888298	0.39419403	0.39419402	0.39419403
0.91600001	75.216553	112.82484	21.697084	0.39365802	0.393658	0.39365803
0.91799998	74.742661	112.11399	21.560383	0.39349401	0.39349404	0.39349402
0.92000002	74.352592	111.52889	21.447865	0.39333	0.39332999	0.39333
0.92199999	71.889366	107.83405	20.737318	0.39255003	0.39255002	0.39255
0.92400002	71.372406	107.05861	20.588196	0.39177001	0.39176999	0.39177002
0.926	71.496361	107.24454	20.623951	0.39121999	0.39121998	0.39122001
0.92799997	72.740227	109.11033	20.982758	0.39090002	0.39089999	0.39090003
0.93000001	71.918144	107.87721	20.745617	0.39058002	0.39058	0.39057997
0.93199998	71.629219	107.44382	20.662273	0.39018005	0.39018	0.39018001
0.93400002	71.473068	107.2096	20.617231	0.38978002	0.38978004	0.38978002
0.93599999	70.687569	106.03136	20.390646	0.38973596	0.38973601	0.38973598
0.93800002	71.017311	106.52596	20.485762	0.39004801	0.39004803	0.390048
0.94	69.897827	104.84674	20.162836	0.39035998	0.39035999	0.39036
0.94199997	68.241058	102.36158	19.684921	0.38979202	0.38979199	0.38979203
0.94400001	68.752823	103.12923	19.832546	0.38922399	0.38922398	0.38922398
0.94599998	69.155937	103.7339	19.948828	0.38912203	0.38912198	0.38912201
0.94800001	69.485115	104.22767	20.043783	0.389486	0.389486	0.38948601
0.94999999	69.23568	103.85352	19.971832	0.38984997	0.38984996	0.38985
0.95200002	68.854904	103.28236	19.861994	0.39012997	0.39012995	0.39012999
0.954	66.940834	100.41125	19.309856	0.39040997	0.39040998	0.39040996
0.95599997	67.006454	100.50969	19.328787	0.39069599	0.39069598	0.390696
0.958	67.93602	101.90403	19.596931	0.390988	0.39098801	0.39098801
0.95999998	67.679535	101.5193	19.522943	0.39128	0.39127998	0.39127999
0.96200001	67.214859	100.8223	19.388905	0.39157199	0.39157199	0.39157198
0.96399999	66.633003	99.949501	19.22106	0.39186402	0.391864	0.39186402
0.96600002	66.194122	99.291191	19.09446	0.39251602	0.39251602	0.39251598
0.96799999	66.548508	99.822769	19.196688	0.39352801	0.39352802	0.39352801
0.97000003	66.635933	99.953888	19.221903	0.39454005	0.39454002	0.39454002
0.972	66.48175	99.722626	19.177429	0.39476802	0.39476799	0.39476802
0.97399998	65.50592	98.258888	18.895941	0.39499601	0.39499604	0.39499605
0.97600001	65.683731	98.525589	18.947229	0.39556201	0.395562	0.39556201
0.97799999	65.446823	98.170235	18.878891	0.39646596	0.39646597	0.39646597
0.98000002	65.317772	97.976669	18.841667	0.39736996	0.39737001	0.39737
0.98199999	65.613235	98.419853	18.926895	0.39824199	0.39824199	0.39824197
0.98400003	65.197922	97.796883	18.807093	0.39911403	0.39911403	0.39911402
0.986	65.125145	97.687721	18.7861	0.40059397	0.40059397	0.40059397
0.98799998	65.071518	97.607277	18.77063	0.40268198	0.40268195	0.40268196
0.99000001	64.773308	97.159958	18.684608	0.40476998	0.40476995	0.40476998
0.99199998	65.121887	97.682831	18.78516	0.40554999	0.40554999	0.40554995
0.99400002	65.15229	97.728439	18.793932	0.40633	0.40633002	0.40633005
0.99599999	65.095459	97.643188	18.777536	0.40764802	0.40764802	0.407648
0.99800003	65.261482	97.892227	18.82543	0.409504	0.409504	0.40950402
1	65.286659	97.929985	18.832691	0.41136	0.41135997	0.41136
1.002	65.492897	98.239349	18.892183	0.41321196	0.41321197	0.41321195
1.0039999	63.95438	95.931572	18.44838	0.41506396	0.41506395	0.41506397
