"wvs,"	"L_mix_mars,"	"L_mix_moon,"	"L_mix_europa,"	"iof_mix_mars,"	"iof_mix_moon,"	iof_mix_europa
0.94800001	14.166911	21.250366	4.0866089	0.079410009	0.079410009	0.079410008
0.94999999	14.053147	21.079721	4.053793	0.079129996	0.079129998	0.079130004
0.95200002	13.970243	20.955366	4.0298781	0.079155011	0.07915501	0.079155009
0.954	13.559288	20.338932	3.9113333	0.079080001	0.079080006	0.079080002
0.95599997	13.494042	20.241064	3.8925123	0.078680006	0.078680001	0.078680003
0.958	13.677974	20.516962	3.94557	0.078720001	0.078720009	0.078720005
0.95999998	13.550437	20.325657	3.9087801	0.078340003	0.078340004	0.078340002
0.96200001	13.402737	20.104107	3.8661747	0.078080001	0.078080004	0.078080001
0.96399999	13.277658	19.916487	3.8300939	0.078084978	0.078084974	0.078084975
0.96600002	13.132886	19.699329	3.7883329	0.077875012	0.077875009	0.077875009
0.96799999	13.151484	19.727226	3.7936978	0.077770002	0.077769995	0.077769998
0.97000003	13.086005	19.629007	3.7748094	0.077480015	0.077480018	0.077480017
0.972	13.107128	19.660692	3.7809024	0.077830005	0.07783	0.077830002
0.97399998	12.835148	19.252722	3.7024465	0.077395023	0.077395023	0.077395022
0.97600001	12.803413	19.20512	3.6932924	0.077104998	0.077105003	0.077105002
0.97799999	12.737222	19.105833	3.6741986	0.077159969	0.077159974	0.077159974
0.98000002	12.642097	18.963146	3.6467588	0.076909993	0.076909999	0.076909995
0.98199999	12.663239	18.994858	3.6528575	0.076860006	0.07686	0.07686
0.98400003	12.528638	18.792955	3.6140301	0.076695008	0.076695002	0.076695007
0.986	12.4294	18.6441	3.5854039	0.076454998	0.076454994	0.076454994
0.98799998	12.373352	18.560028	3.5692363	0.076569997	0.076569992	0.076569996
0.99000001	12.212306	18.31846	3.5227809	0.076314999	0.076315002	0.076315003
0.99199998	12.263245	18.394867	3.5374746	0.076370003	0.076370003	0.076369999
0.99400002	12.222965	18.334448	3.5258555	0.076229976	0.076229976	0.07622998
0.99599999	12.185596	18.278395	3.5150762	0.076309996	0.076309996	0.076309998
0.99800003	12.141384	18.212076	3.5023224	0.07618499	0.076184988	0.076184986
1	12.063495	18.095242	3.4798543	0.076010003	0.076009998	0.076010002
1.002	12.029133	18.043699	3.4699423	0.075894971	0.075894971	0.075894968
1.0039999	11.659484	17.489225	3.3633127	0.075670057	0.07567005	0.075670058
1.006	11.520842	17.281263	3.3233199	0.076080009	0.076080008	0.076080002
1.008	11.789198	17.683798	3.4007304	0.075739995	0.075739999	0.075739998
1.01	11.718146	17.577219	3.3802345	0.075510003	0.075510001	0.075510006
1.012	11.653376	17.480062	3.3615508	0.075619998	0.075619991	0.075619994
1.0140001	11.545453	17.31818	3.3304195	0.075460011	0.075460013	0.075460014
1.016	11.416612	17.124918	3.2932534	0.075360011	0.075360019	0.075360015
1.018	11.376746	17.065119	3.2817538	0.075434995	0.075434995	0.075435001
1.02	11.247939	16.871908	3.2445977	0.075280025	0.075280025	0.075280025
1.022	11.215984	16.823977	3.2353799	0.075279997	0.075279997	0.075279988
1.024	11.240262	16.860394	3.2423835	0.075089998	0.075090002	0.075090003
1.026	11.205438	16.808155	3.232338	0.075144986	0.075144977	0.075144984
1.028	11.130754	16.696133	3.2107947	0.075049999	0.075050003	0.075050001
1.03	11.047938	16.571907	3.1869054	0.075049994	0.075049994	0.075049997
1.0319999	11.016023	16.524035	3.1776991	0.075179989	0.075179996	0.075179998
1.034	10.876356	16.314533	3.1374104	0.075185014	0.075185004	0.075185008
1.036	10.90797	16.361956	3.1465299	0.07515	0.075150003	0.075149995
1.038	10.775575	16.163363	3.1083388	0.074983315	0.074983317	0.074983309
1.04	10.76692	16.150381	3.1058426	0.07504499	0.075044995	0.075045001
1.0420001	10.74375	16.115623	3.0991588	0.075050001	0.075049994	0.075050002
1.044	10.677109	16.015663	3.0799353	0.074939958	0.074939961	0.074939967
1.046	10.487419	15.731128	3.0252171	0.074879997	0.074879995	0.074879995
1.048	10.569323	15.853984	3.0488434	0.074965016	0.074965019	0.074965024
1.05	10.511135	15.766703	3.0320585	0.074799994	0.074799996	0.074799999
1.052	10.488933	15.733398	3.0256538	0.075050008	0.075050006	0.075050008
1.054	10.420966	15.631449	3.006048	0.074984957	0.074984949	0.07498495
1.056	10.423266	15.634899	3.0067115	0.074909999	0.074909997	0.074909997
1.058	10.28625	15.429375	2.9671876	0.075139997	0.075140001	0.075140002
1.0599999	10.216598	15.324896	2.9470954	0.075050013	0.075050011	0.07505001
1.062	10.253911	15.380867	2.9578593	0.075055019	0.075055016	0.075055026
1.064	10.304489	15.456734	2.9724491	0.075179997	0.075179997	0.075180004
1.066	10.2051	15.30765	2.9437788	0.075200001	0.075199999	0.075199996
1.068	10.084649	15.126974	2.9090335	0.075229997	0.07523	0.075230002
1.0700001	9.9566984	14.935047	2.8721247	0.075180001	0.075180002	0.075179999
1.072	10.103044	15.154566	2.9143395	0.075259996	0.075259999	0.075259995
1.074	10.031181	15.046771	2.89361	0.075319999	0.075319995	0.075319998
1.076	10.053566	15.08035	2.9000673	0.075439994	0.075439996	0.075439997
1.0779999	10.0554	15.0831	2.9005964	0.075549999	0.075549999	0.075549998
1.08	10.019298	15.028946	2.890182	0.075580001	0.075579999	0.075580003
1.082	9.7689838	14.653476	2.817976	0.075479997	0.075479997	0.075479999
1.084	9.9350052	14.902508	2.8658671	0.075756647	0.075756653	0.075756654
1.086	9.9712391	14.956858	2.8763189	0.075690007	0.075690008	0.075690005
1.0880001	9.8185616	14.727841	2.8322773	0.075813345	0.07581334	0.075813337
1.09	9.9646749	14.947013	2.8744256	0.075749994	0.075750002	0.075750001
1.092	9.9308729	14.89631	2.864675	0.075983332	0.075983338	0.075983337
1.094	9.4287481	14.143123	2.7198315	0.075965	0.075965001	0.075964999
1.096	9.6415854	14.462378	2.7812264	0.075939997	0.07594	0.075939994
1.098	9.631856	14.447784	2.77842	0.076143354	0.076143356	0.076143353
1.1	9.7712851	14.656927	2.81864	0.076210021	0.076210022	0.076210024
1.102	9.6248569	14.437286	2.776401	0.076459996	0.076459996	0.076459994
1.104	9.6820173	14.523027	2.7928896	0.076373333	0.076373341	0.076373337
1.1059999	9.647212	14.470818	2.7828496	0.076470003	0.076469998	0.076469995
1.108	9.6110315	14.416547	2.772413	0.076556662	0.07655666	0.07655666
1.11	9.626955	14.440433	2.7770064	0.076813344	0.076813343	0.076813342
1.112	9.5238495	14.285773	2.7472644	0.076810006	0.076809997	0.076810002
1.114	9.5490408	14.323562	2.7545311	0.076999994	0.076999995	0.076999991
1.1160001	9.5364599	14.304691	2.7509022	0.077069995	0.077070002	0.077069999
1.118	9.5176973	14.276547	2.7454898	0.07713	0.077129998	0.077130001
1.12	9.4014511	14.102177	2.7119572	0.077170005	0.077169999	0.077170001
1.122	9.5050488	14.257573	2.7418411	0.077280002	0.077280003	0.077280002
1.124	9.475462	14.213193	2.7333064	0.077400005	0.077400002	0.077400006
1.126	9.3038187	13.955728	2.683794	0.077529999	0.077529994	0.077529994
1.128	9.386322	14.079482	2.707593	0.077600001	0.077599999	0.077600007
1.13	9.3233213	13.984982	2.6894195	0.077720005	0.077720005	0.077719997
1.132	9.3772049	14.065808	2.704963	0.077825006	0.077825009	0.07782501
1.1339999	9.3296881	13.994533	2.6912563	0.077979992	0.077979999	0.077979992
1.136	9.3651848	14.047778	2.7014959	0.077999993	0.077999996	0.077999998
1.138	9.2324486	13.848673	2.6632063	0.078123338	0.078123339	0.078123335
1.14	9.1818733	13.772811	2.6486177	0.078243331	0.078243335	0.078243338
1.142	9.2030964	13.804645	2.6547396	0.078410007	0.078410003	0.078410003
1.1440001	9.1763697	13.764555	2.6470299	0.07842333	0.078423334	0.078423335
1.146	9.2655239	13.898286	2.6727474	0.078699987	0.078699994	0.07869999
1.148	9.2302408	13.845361	2.6625695	0.07872667	0.078726669	0.078726668
1.15	9.1794147	13.769122	2.6479082	0.078806652	0.078806652	0.078806652
1.152	9.1453333	13.718	2.6380768	0.07896	0.078960006	0.07896
1.154	9.1944733	13.791709	2.652252	0.07908	0.079079998	0.079080003
1.156	9.1731043	13.759657	2.6460879	0.079243332	0.079243338	0.079243336
1.158	9.1556206	13.73343	2.6410444	0.079383341	0.079383339	0.07938334
1.16	8.987483	13.481225	2.5925434	0.079609998	0.079610001	0.079610003
1.1619999	9.003087	13.504631	2.5970445	0.079673331	0.079673334	0.079673333
1.164	9.0241604	13.536241	2.6031232	0.079754979	0.079754983	0.079754974
1.166	8.9880228	13.482034	2.5926991	0.079870001	0.079869999	0.079870003
1.168	9.010416	13.515625	2.5991588	0.079933334	0.079933338	0.079933331
1.17	8.9676342	13.451453	2.586818	0.080096638	0.080096645	0.080096639
1.1720001	9.0579891	13.586983	2.6128814	0.080310005	0.080310004	0.080310006
1.174	8.9808159	13.471223	2.59062	0.080260003	0.080260004	0.080260001
1.176	8.8578358	13.286754	2.555145	0.08052	0.080520004	0.080520001
1.178	8.8813028	13.321955	2.5619144	0.080639991	0.080639999	0.080639992
1.1799999	8.9840555	13.476083	2.5915544	0.080810004	0.080810006	0.080810007
1.182	8.8651123	13.297669	2.5572441	0.080976658	0.080976656	0.080976657
1.184	8.776823	13.165236	2.531776	0.081049984	0.08104999	0.081049985
1.186	8.9312067	13.39681	2.5763097	0.08114	0.081140009	0.08114
1.188	8.7563066	13.13446	2.5258579	0.081306645	0.081306648	0.081306649
1.1900001	8.7883091	13.182465	2.5350895	0.081443326	0.081443342	0.081443333
1.192	8.9422922	13.41344	2.5795076	0.081649995	0.08165	0.08165
1.194	8.9273081	13.390963	2.5751853	0.081766664	0.081766673	0.081766668
1.196	8.8336897	13.250536	2.5481799	0.081879984	0.081879994	0.081879985
1.198	8.6107244	12.916088	2.4838631	0.082089994	0.082090009	0.082090002
1.2	8.7237387	13.085609	2.5164633	0.082170001	0.082170011	0.082170004
1.202	8.8507013	13.276052	2.553087	0.082296664	0.082296667	0.082296665
1.204	8.6610851	12.991629	2.49839	0.082486669	0.082486675	0.082486665
1.206	8.8503132	13.275471	2.5529749	0.082766663	0.082766665	0.082766659
1.2079999	8.6052179	12.907827	2.4822745	0.082926657	0.082926659	0.082926658
1.21	8.6056471	12.908471	2.4823983	0.083066686	0.083066694	0.083066689
1.212	8.6969404	13.045411	2.5087328	0.083080005	0.083080011	0.083080002
1.214	8.7390251	13.108539	2.5208726	0.083329999	0.083330006	0.083329997
1.216	8.7209435	13.081416	2.5156569	0.08336	0.083360004	0.083360005
1.2180001	8.6958218	13.043734	2.5084102	0.08368	0.083680002	0.083680001
1.22	8.6743412	13.011514	2.502214	0.083849995	0.083850003	0.083849997
1.222	8.6513968	12.977096	2.4955952	0.08399	0.08399001	0.083990003
1.224	8.6433077	12.964963	2.4932618	0.084049997	0.08405	0.084049992
1.226	8.6106634	12.915997	2.4838455	0.084236656	0.08423667	0.084236658
1.228	8.5473375	12.821007	2.4655781	0.084423346	0.084423355	0.084423343
1.23	8.5991945	12.898793	2.4805369	0.084563333	0.084563338	0.084563329
1.232	8.5419693	12.812956	2.4640298	0.084743334	0.084743346	0.084743332
1.234	8.5199261	12.779891	2.4576712	0.084899994	0.08490001	0.084900002
1.2359999	8.520937	12.781406	2.4579625	0.085089997	0.085090004	0.085089996
1.238	8.5070162	12.760526	2.4539468	0.085240002	0.085240012	0.085239994
1.24	8.4452085	12.667815	2.4361181	0.085530007	0.085530015	0.085530004
1.242	8.4357519	12.65363	2.4333899	0.085636673	0.085636695	0.08563667
1.244	8.4168243	12.625239	2.4279304	0.085869999	0.085870014	0.085870001
1.2460001	8.4663086	12.699464	2.4422045	0.08607668	0.086076692	0.086076674
1.248	8.4764194	12.714631	2.4451208	0.08621668	0.08621669	0.086216672
1.25	8.4759789	12.713971	2.444994	0.08638	0.08638001	0.086379993
1.252	8.3988743	12.598314	2.4227521	0.08658666	0.086586678	0.086586659
1.2539999	8.4221811	12.633275	2.4294755	0.086769998	0.086770013	0.086769998
1.256	8.3968954	12.595346	2.4221814	0.086946688	0.086946713	0.086946688
1.258	8.383563	12.575347	2.4183357	0.087153352	0.087153369	0.087153348
1.26	8.3998022	12.599707	2.4230199	0.08737999	0.087380012	0.087379989
1.262	8.3541985	12.531301	2.4098651	0.087543322	0.087543349	0.087543327
1.2640001	8.3340263	12.501043	2.4040461	0.087702491	0.087702519	0.087702486
1.266	8.3376503	12.506479	2.4050915	0.087956683	0.08795671	0.087956682
1.268	8.2646313	12.396951	2.3840284	0.088173324	0.088173359	0.088173328
1.27	8.3452196	12.517833	2.4072747	0.088313323	0.088313351	0.088313319
1.272	8.36728	12.550923	2.4136384	0.088566657	0.088566685	0.088566656
1.274	8.3459911	12.518991	2.4074976	0.088760009	0.088760033	0.088760011
1.276	8.4038134	12.605724	2.4241769	0.088973347	0.088973373	0.088973344
1.278	8.4015722	12.602362	2.4235306	0.089169992	0.089170019	0.089169993
1.28	8.2657328	12.398604	2.3843462	0.089419994	0.089420033	0.089420003
1.2819999	7.6323862	11.448584	2.2016497	0.08960332	0.089603355	0.089603316
1.284	8.1205339	12.180806	2.3424618	0.08985001	0.089850041	0.089850008
1.286	8.2667894	12.40019	2.3846507	0.090010001	0.090010044	0.090009999
1.288	8.2592735	12.388915	2.3824828	0.090220006	0.090220039	0.090220003
1.29	8.174758	12.262142	2.3581033	0.090534997	0.090535029	0.090534988
1.2920001	8.189539	12.284314	2.3623672	0.090720014	0.090720053	0.090720017
1.294	8.1504698	12.22571	2.3510971	0.090950003	0.090950043	0.090950001
1.296	8.1694307	12.254153	2.3565667	0.09114	0.091140054	0.091139999
1.298	8.113081	12.169628	2.340312	0.091376664	0.091376711	0.091376662
1.3	8.1403503	12.210532	2.3481781	0.091639981	0.09164003	0.091639986
1.302	8.0647631	12.097152	2.3263741	0.091820016	0.091820064	0.09182001
1.304	8.0378323	12.056754	2.3186054	0.092136688	0.092136735	0.092136688
1.306	8.1013384	12.152014	2.3369246	0.092303331	0.092303383	0.092303325
1.308	8.0983315	12.147504	2.3360569	0.092560002	0.092560061	0.092559995
1.3099999	8.0867224	12.130092	2.3327086	0.092809988	0.092810049	0.092810001
1.312	7.9557881	11.93369	2.2949388	0.092960003	0.092960061	0.092959999
1.314	7.9562798	11.934428	2.2950809	0.093220006	0.093220072	0.093220006
1.316	7.8965483	11.844832	2.2778506	0.093520004	0.093520077	0.09352
1.318	7.9890103	11.983524	2.3045223	0.093719995	0.093720066	0.093719993
1.3200001	8.0053453	12.008027	2.3092344	0.093935012	0.093935081	0.093935014
1.322	7.9683828	11.952584	2.2985718	0.094205015	0.094205091	0.094205009
1.324	7.9751406	11.962721	2.3005214	0.094403333	0.094403413	0.09440333
1.326	7.9247217	11.887093	2.2859774	0.09456666	0.094566736	0.094566658
1.3279999	7.871747	11.807632	2.2706964	0.094920003	0.094920094	0.094919999
1.33	7.8310695	11.746615	2.2589624	0.095160002	0.095160088	0.095159991
1.332	7.8245521	11.736839	2.2570825	0.095449998	0.095450091	0.095450002
1.334	7.8965073	11.844773	2.2778387	0.095610005	0.095610102	0.095610002
1.336	7.8683667	11.802563	2.2697215	0.095909994	0.0959101	0.095910005
1.3380001	7.8167868	11.725194	2.2548425	0.096126669	0.096126779	0.096126673
1.34	7.7502813	11.625435	2.2356582	0.096365012	0.096365124	0.096365017
1.342	7.8027549	11.704146	2.2507949	0.096634998	0.096635114	0.096635006
1.344	7.8121762	11.718278	2.2535124	0.09693	0.096930115	0.096930003
1.346	7.7773066	11.665975	2.243454	0.097162496	0.097162623	0.0971625
1.348	7.7851143	11.677687	2.2457061	0.097414997	0.097415121	0.097414992
1.35	7.7148867	11.572346	2.2254481	0.097624992	0.097625133	0.097624993
1.352	7.7799702	11.669972	2.2442222	0.097975001	0.097975141	0.097975003
1.354	7.7553697	11.633072	2.2371259	0.098190003	0.098190148	0.098189995
1.3559999	7.6802473	11.520389	2.215456	0.098482491	0.098482639	0.098482485
1.358	7.7230692	11.584622	2.2278087	0.098682505	0.098682666	0.098682509
1.36	7.7114682	11.567221	2.224462	0.098936676	0.098936835	0.098936679
1.362	7.738853	11.608299	2.2323613	0.099179995	0.099180159	0.09917999
1.364	7.7196522	11.579498	2.2268229	0.09947499	0.099475158	0.099474992
1.3660001	7.737308	11.605983	2.231916	0.099702502	0.099702682	0.099702507
1.368	7.6970582	11.545609	2.2203054	0.099976664	0.099976854	0.099976665
1.37	7.6502991	11.475471	2.2068172	0.10017	0.1001702	0.10017002
1.372	7.7183871	11.577603	2.2264578	0.10044751	0.1004477	0.1004475
1.374	7.7191	11.578674	2.2266636	0.10073498	0.10073519	0.10073498
1.376	7.6305451	11.445842	2.2011189	0.10097753	0.10097774	0.10097753
1.378	7.6862602	11.529415	2.2171905	0.101175	0.10117522	0.101175
1.38	7.7004418	11.550689	2.2212815	0.10139	0.10139022	0.10139
1.382	7.6498575	11.474814	2.2066898	0.10169	0.10169024	0.10169
1.3839999	7.6726136	11.508948	2.213254	0.10193499	0.10193523	0.10193499
1.386	7.6615286	11.492322	2.2100565	0.10221999	0.10222025	0.10222
1.388	7.6762915	11.514466	2.2143149	0.102475	0.10247525	0.10247499
1.39	7.6415863	11.46241	2.204304	0.10271001	0.10271028	0.10271001
1.392	7.6702619	11.505424	2.2125757	0.10289001	0.10289028	0.10289
1.3940001	7.6351686	11.452785	2.2024524	0.10315334	0.10315363	0.10315334
1.396	7.6503077	11.475495	2.2068195	0.10338751	0.10338782	0.10338751
1.398	7.6762815	11.514457	2.2143123	0.10358999	0.1035903	0.10359
1.4	7.5492125	11.323855	2.1776576	0.10380749	0.10380782	0.10380748
1.402	7.5893297	11.384032	2.1892297	0.10399498	0.10399532	0.10399499
1.404	7.5776052	11.366445	2.1858478	0.10416752	0.10416786	0.10416752
1.406	7.6068068	11.410249	2.1942713	0.1044775	0.10447786	0.10447751
1.408	7.6090283	11.413583	2.1949122	0.10463	0.10463037	0.10463
1.41	7.6060891	11.409176	2.1940641	0.10486499	0.10486538	0.10486499
1.4119999	7.4663043	11.199499	2.1537416	0.10509	0.1050904	0.10509
1.414	7.5481763	11.322308	2.1773586	0.10533	0.10533041	0.10533
1.416	7.5840158	11.376069	2.1876967	0.10558001	0.10558043	0.10558
1.418	7.6002669	11.400447	2.1923847	0.105775	0.10577544	0.10577499
1.42	7.5494194	11.324178	2.1777172	0.10597498	0.10597543	0.10597499
1.4220001	7.4672794	11.200969	2.1540232	0.10615001	0.10615048	0.10615001
1.424	7.4698629	11.204846	2.1547682	0.10631501	0.1063155	0.10631501
1.426	7.4101868	11.115333	2.1375539	0.10642999	0.10643051	0.10643
1.428	7.4303746	11.145617	2.1433773	0.10659001	0.10659053	0.10659
1.4299999	7.3732619	11.059949	2.1269026	0.10668	0.10668055	0.10668001
1.432	7.4874115	11.231175	2.1598303	0.10691999	0.10692054	0.10691999
1.434	7.4648738	11.19737	2.1533289	0.10711751	0.10711808	0.1071175
1.436	7.4915447	11.237379	2.1610227	0.1074675	0.10746809	0.1074675
1.438	7.5108433	11.266328	2.1665895	0.10780998	0.10781059	0.10780998
1.4400001	7.3215785	10.982434	2.111994	0.10822499	0.10822564	0.108225
1.442	7.3430157	11.014591	2.1181777	0.10860999	0.10861067	0.10861
1.444	7.400424	11.100705	2.1347377	0.10908249	0.10908318	0.10908251
1.446	7.4645371	11.196877	2.1532319	0.10937749	0.10937819	0.10937749
1.448	7.4879112	11.23194	2.1599743	0.10971999	0.10972071	0.10971999
1.45	7.4413557	11.16211	2.1465449	0.11003	0.11003076	0.11003
1.452	7.3850513	11.077655	2.1303034	0.11034	0.11034078	0.11034
1.454	7.3761358	11.064283	2.1277316	0.1105925	0.1105933	0.1105925
1.456	7.3627577	11.044218	2.1238725	0.11081501	0.11081583	0.11081501
1.4579999	7.4625354	11.193888	2.1526544	0.11103999	0.11104085	0.11104
1.46	7.4557037	11.183642	2.1506836	0.11132501	0.11132587	0.11132501
1.462	7.3844762	11.076804	2.1301374	0.111498	0.1114989	0.11149799
1.464	7.3652005	11.047893	2.1245773	0.11178	0.11178093	0.11178001
1.466	7.3855076	11.078355	2.1304348	0.11198001	0.11198096	0.11198
1.4680001	7.4152284	11.12294	2.1390083	0.11221401	0.11221499	0.11221401
1.47	7.4054804	11.108321	2.1361964	0.11250001	0.11250103	0.11250002
1.472	7.3476582	11.02159	2.1195168	0.11267499	0.11267605	0.11267499
1.474	7.267767	10.901757	2.0964713	0.11288249	0.11288358	0.11288249
1.476	7.3166652	10.975107	2.1105764	0.11311999	0.11312112	0.11311999
1.478	7.3227296	10.984206	2.1123259	0.11336251	0.11336367	0.11336252
1.48	7.3903918	11.085703	2.1318438	0.113515	0.11351619	0.113515
1.482	7.3488898	11.023453	2.1198721	0.1137675	0.11376873	0.1137675
1.484	7.3485875	11.023003	2.1197851	0.11395	0.11395126	0.11395001
1.4859999	7.3457932	11.018814	2.118979	0.114132	0.1141333	0.11413201
1.488	6.9309216	10.396511	1.9993043	0.1144	0.11440141	0.1144
1.49	7.3295817	10.994505	2.1143024	0.11456	0.11456138	0.11456
1.492	7.352725	11.029223	2.1209784	0.1148075	0.11480891	0.1148075
1.494	7.3992448	11.099007	2.1343975	0.11496248	0.11496394	0.11496248
1.4960001	7.260365	10.890691	2.094336	0.11511999	0.11512152	0.11512
1.498	7.3266892	10.990181	2.1134682	0.11531801	0.11531955	0.11531801
1.5	7.3810368	11.071706	2.1291454	0.11551749	0.11551907	0.11551749
1.502	7.1756802	10.763676	2.0699079	0.115645	0.11564667	0.115645
1.5039999	6.8803859	10.320738	1.9847268	0.115838	0.11583979	0.115838
1.506	7.0118346	10.517917	2.0226448	0.11602	0.11602181	0.11602001
1.508	7.1971688	10.795922	2.0761065	0.11619	0.11619181	0.11619001
1.51	7.2788396	10.918432	2.0996654	0.116392	0.11639385	0.11639201
1.512	7.2048759	10.807491	2.0783296	0.116554	0.11655591	0.11655399
1.5140001	7.1418099	10.712896	2.0601375	0.116736	0.11673798	0.11673601
1.516	7.1498227	10.72492	2.0624487	0.11690751	0.11690955	0.1169075
1.518	7.1638718	10.746	2.0665016	0.117056	0.1170581	0.11705601
1.52	7.1250281	10.68774	2.0552967	0.1171525	0.11715466	0.1171525
1.522	7.0323291	10.548696	2.0285566	0.11734799	0.11735023	0.11734799
1.524	7.0677838	10.601883	2.038784	0.117482	0.1174843	0.117482
1.526	7.1046286	10.657156	2.0494123	0.11763799	0.11764035	0.11763799
1.528	7.1116948	10.667761	2.0514505	0.11775499	0.11775741	0.11775499
1.53	6.9183831	10.377799	1.9956876	0.11791	0.11791255	0.11791
1.5319999	7.0727324	10.609328	2.0402112	0.118064	0.11806657	0.11806399
1.534	6.9838834	10.476061	2.0145819	0.118214	0.11821666	0.118214
1.536	7.0453839	10.568318	2.0323224	0.11832	0.1183227	0.11832
1.538	6.9701762	10.455513	2.010628	0.11845	0.11845282	0.11845
1.54	6.87252	10.309035	1.9824579	0.11863	0.11863293	0.11863
1.5420001	6.9338088	10.400974	2.0001371	0.118688	0.11869098	0.118688
1.544	7.0051465	10.507987	2.0207152	0.11883001	0.11883303	0.11883
1.546	6.9964871	10.495006	2.0182176	0.11894001	0.11894311	0.11894
1.548	6.8509226	10.276666	1.9762278	0.11908599	0.11908926	0.119086
1.55	6.8599486	10.290212	1.9788315	0.11915499	0.11915834	0.11915499
1.552	6.9161849	10.374574	1.9950535	0.11934	0.11934341	0.11934001
1.554	6.7805328	10.171102	1.9559228	0.11940399	0.11940754	0.11940399
1.556	6.7756858	10.16384	1.9545249	0.119542	0.11954566	0.11954201
1.558	6.8234019	10.235421	1.9682891	0.119578	0.11958173	0.119578
1.5599999	6.8183098	10.227791	1.9668202	0.11975598	0.11975981	0.11975599
1.562	6.8590403	10.288896	1.9785693	0.119846	0.11984991	0.11984599
1.564	6.7937217	10.190925	1.9597274	0.11995001	0.11995406	0.11995002
1.566	6.7581301	10.137546	1.9494606	0.119996	0.12000016	0.11999599
1.568	6.7131476	10.070082	1.9364849	0.12014798	0.12015228	0.12014798
1.5700001	6.7467747	10.120532	1.9461852	0.120202	0.12020639	0.12020201
1.572	6.8226204	10.234309	1.9680636	0.12027999	0.12028444	0.12027999
1.574	6.6683259	10.002877	1.9235556	0.1203975	0.12040216	0.12039749
1.576	6.4844556	9.7270805	1.8705162	0.120494	0.12049891	0.120494
1.5779999	6.5145283	9.7721981	1.8791908	0.12053	0.12053501	0.12053
1.58	6.7844973	10.177162	1.9570665	0.120646	0.12065093	0.120646
1.582	6.6340733	9.9515364	1.913675	0.12070399	0.12070916	0.12070399
1.584	6.640264	9.9608326	1.9154608	0.12077	0.12077529	0.12077
1.586	6.6655092	9.9987106	1.9227431	0.120856	0.1208614	0.120856
1.5880001	6.3882885	9.5828908	1.8427756	0.12090001	0.12090578	0.1209
1.59	6.1773596	9.2665078	1.7819307	0.12104001	0.12104612	0.12104001
1.592	6.4886899	9.7335152	1.8717376	0.12105	0.12105598	0.12105
1.594	6.6400418	9.9605545	1.9153968	0.12113999	0.12114598	0.12114
1.596	6.4422069	9.6638142	1.8583291	0.121142	0.12114832	0.121142
1.598	6.5479732	9.8224746	1.8888385	0.121244	0.12125035	0.121244
1.6	6.4654136	9.6986483	1.8650233	0.121288	0.1212946	0.121288
1.602	6.4096227	9.6149739	1.8489298	0.1213525	0.12135931	0.1213525
1.604	6.4323168	9.6490279	1.8554763	0.12139199	0.12139895	0.121392
1.6059999	6.3809018	9.5719182	1.8406448	0.12139399	0.12140117	0.121394
1.608	6.4224649	9.6342759	1.8526343	0.12149801	0.1215053	0.12149801
1.61	6.1898794	9.2854105	1.7855421	0.121538	0.12154574	0.121538
1.612	6.2702436	9.4059705	1.8087242	0.121596	0.12160383	0.121596
1.614	6.3208289	9.4818627	1.8233161	0.121626	0.12163394	0.121626
1.6160001	6.1300764	9.1957479	1.7682914	0.121682	0.12169037	0.121682
1.618	6.2580433	9.3877133	1.8052047	0.12171001	0.12171841	0.12171
1.62	6.1206851	9.1816907	1.7655823	0.121752	0.1217608	0.12175201
1.622	6.157362	9.2367214	1.7761621	0.12176201	0.12177095	0.12176199
1.624	6.245398	9.3687912	1.8015572	0.121816	0.12182502	0.121816
1.626	6.2099218	9.315592	1.7913237	0.12183001	0.12183929	0.12183001
1.628	6.2533393	9.3807345	1.803848	0.12187001	0.12187943	0.12187001
1.63	6.1904116	9.2863591	1.7856957	0.121904	0.12191374	0.121904
1.632	6.1775236	9.2670448	1.781978	0.121956	0.12196598	0.12195599
1.6339999	6.1071625	9.1615197	1.7616817	0.12199799	0.12200833	0.121998
1.636	6.1017852	9.1534719	1.7601304	0.12199401	0.12200459	0.12199401
1.638	5.8896174	8.835238	1.6989282	0.12205	0.12206121	0.12205
1.64	5.8596578	8.7903161	1.6902859	0.12207333	0.12208485	0.12207334
1.642	5.8732252	8.8106859	1.6941997	0.12214	0.12215175	0.12213999
1.6440001	5.9023948	8.8544584	1.7026139	0.1221	0.12211194	0.1221
1.646	5.947259	8.9217735	1.7155555	0.12217	0.12218212	0.12217
1.648	5.9431443	8.9156209	1.7143685	0.12219201	0.12220441	0.122192
1.65	5.8899341	8.8358269	1.6990197	0.12216401	0.12217681	0.12216401
1.652	5.8801413	8.8211577	1.6961948	0.12217599	0.12218909	0.12217599
1.654	5.8652582	8.7988529	1.6919013	0.12219001	0.12220342	0.12219
1.656	5.8609357	8.79239	1.6906545	0.122208	0.12222172	0.122208
1.658	5.842865	8.7653061	1.6854419	0.12226401	0.12227808	0.122264
1.66	5.8239408	8.7369409	1.6799829	0.12224799	0.12226241	0.122248
1.6619999	5.8286161	8.7439765	1.6813316	0.12229165	0.12230638	0.12229166
1.664	5.7807274	8.6721666	1.6675175	0.12232168	0.12233684	0.12232168
